Time,stratify_key,protocol_cat_encoded
101.075303,5_4,4
101.075303,5_4,4
101.075303,5_4,4
101.075303,5_4,4
101.075341,5_4,4
101.077511,5_4,4
101.078755,5_4,4
101.084402,6_4,4
101.085313,6_4,4
101.085313,6_4,4
101.085313,6_4,4
101.085367,5_4,4
101.091447,6_4,4
101.091447,6_4,4
101.091447,6_4,4
101.09151,5_4,4
101.092052,5_4,4
101.092052,5_4,4
101.092548,5_4,4
101.092548,5_4,4
101.092578,5_4,4
101.09265,5_4,4
101.093531,5_4,4
101.093531,5_4,4
101.093561,5_4,4
101.098013,5_4,4
101.109264,5_4,4
101.116341,6_4,4
101.116341,6_4,4
101.116341,6_4,4
101.116341,6_4,4
101.116341,6_4,4
101.116341,6_4,4
101.116426,5_4,4
101.116498,5_4,4
101.125096,5_4,3
101.152617,6_4,3
101.152617,6_4,3
101.152617,6_4,3
101.152617,6_4,3
101.152617,6_4,3
101.152617,6_4,3
101.152617,6_4,3
101.152617,6_4,3
101.152617,6_4,3
101.152876,6_4,3
101.152876,6_4,3
101.153091,5_4,3
101.158339,5_4,3
101.163049,5_4,3
101.164325,5_4,3
101.17309,4_3,4
101.173363,4_3,4
101.173584,4_3,4
101.175282,4_3,4
101.175282,4_3,4
101.175282,4_3,4
101.175393,4_3,4
101.175443,4_3,4
101.175466,4_3,4
101.175488,4_3,4
101.175544,4_3,1
101.175622,4_3,4
101.175654,4_3,1
101.175711,4_3,4
101.175741,4_3,1
101.178099,4_3,4
101.178099,4_3,4
101.178099,4_3,4
101.178099,4_3,4
101.178099,4_3,4
101.178099,4_3,4
101.184831,6_4,3
101.184831,6_4,3
101.189501,5_4,3
101.206429,6_4,3
101.206429,6_4,3
101.206429,6_4,3
101.206429,6_4,3
101.206429,6_4,3
101.206429,6_4,3
101.206429,6_4,3
101.206429,6_4,3
101.206429,6_4,3
101.206978,6_4,3
101.206978,6_4,3
101.206978,6_4,3
101.206978,6_4,3
101.206978,6_4,3
101.207151,5_4,3
101.208445,6_4,3
101.208445,6_4,3
101.208445,6_4,3
101.208445,6_4,3
101.208445,6_4,3
101.208445,6_4,3
101.208445,6_4,3
101.208445,6_4,3
101.208445,6_4,3
101.209349,5_4,3
101.214199,5_4,3
101.217371,6_4,3
101.217371,6_4,3
101.217371,6_4,3
101.217371,6_4,3
101.217371,6_4,3
101.217371,6_4,3
101.217371,6_4,3
101.217371,6_4,3
101.217371,6_4,3
101.217371,6_4,3
101.217842,5_4,3
101.224242,6_4,3
101.224242,6_4,3
101.224242,6_4,3
101.224242,6_4,3
101.227726,4_3,1
101.227726,6_4,3
101.227726,6_4,3
101.227999,4_3,4
101.230106,5_4,3
101.230632,4_3,4
101.230632,6_4,3
101.230632,6_4,3
101.230683,4_3,4
101.235284,4_3,1
101.235394,5_4,3
101.235682,4_3,4
101.236035,4_3,1
101.236388,4_3,4
101.237176,5_4,4
101.238097,4_3,4
101.238097,4_3,4
101.238141,4_3,4
101.238209,4_3,4
101.256803,5_4,4
101.256803,6_4,3
101.256899,5_4,4
101.25794,5_4,4
101.276815,5_4,4
101.276815,5_4,4
101.279313,5_4,4
101.295846,5_4,4
101.295846,5_4,4
101.302829,5_4,4
101.303171,5_4,4
101.303912,5_4,4
101.304171,5_4,4
101.3045,5_4,4
101.316298,5_4,4
101.316298,5_4,4
101.317254,5_4,4
101.32161,5_4,4
101.32161,5_4,4
101.32161,5_4,4
101.325013,5_4,4
101.325013,5_4,4
101.325013,5_4,4
101.325013,5_4,4
101.325013,5_4,4
101.325013,5_4,4
101.325013,5_4,4
101.325085,5_4,4
101.361446,5_4,4
101.48926,5_4,3
101.49373,5_4,3
101.510624,6_4,3
101.515587,5_4,3
101.517967,6_4,3
101.522335,5_4,3
101.551034,6_4,3
101.551034,6_4,3
101.55742,5_4,3
101.565397,6_4,3
101.565397,6_4,3
101.569701,5_4,3
101.57428,5_4,3
101.581381,6_4,3
101.589603,6_4,3
101.592069,6_4,3
101.596875,5_4,3
101.673838,6_4,3
101.673838,6_4,3
101.673838,6_4,3
101.682272,5_4,3
101.689695,5_4,4
101.695342,5_4,4
101.702268,6_4,3
101.705393,5_4,4
101.70552,5_4,4
101.709302,5_4,4
101.709302,5_4,4
101.712576,5_4,4
101.712757,5_4,4
101.712885,5_4,4
101.713066,5_4,4
101.713229,5_4,4
101.713378,5_4,4
101.713502,5_4,4
101.713625,5_4,4
101.714893,3_4,4
101.714941,5_4,4
101.716771,5_4,4
101.72194,5_4,4
101.725924,5_4,4
101.725924,5_4,4
101.725987,5_4,4
101.727876,5_4,4
101.727876,5_4,4
101.727876,5_4,4
101.727876,5_4,4
101.727876,5_4,4
101.727949,5_4,4
101.729595,5_4,4
101.731775,5_4,4
101.731775,5_4,4
101.73183,5_4,4
101.735669,5_4,4
101.735669,5_4,4
101.735669,5_4,4
101.735669,5_4,4
101.735669,5_4,4
101.735669,5_4,4
101.735669,5_4,4
101.735669,5_4,4
101.735669,5_4,4
101.735669,5_4,4
101.735669,5_4,4
101.735669,5_4,4
101.735669,5_4,4
101.735769,5_4,4
101.74589,5_4,4
101.74589,5_4,4
101.74589,5_4,4
101.74589,5_4,4
101.746004,5_4,4
101.746892,5_4,4
101.746892,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.752784,5_4,4
101.75292,5_4,4
101.753708,5_4,4
101.753708,5_4,4
101.753708,5_4,4
101.753753,5_4,4
101.759917,5_4,4
101.766365,5_4,4
101.770376,5_4,4
101.770376,5_4,4
101.770376,5_4,4
101.770434,5_4,4
101.772199,5_4,4
101.772199,5_4,4
101.772199,5_4,4
101.772199,5_4,4
101.772273,5_4,4
101.787758,5_4,4
101.787758,5_4,4
101.787758,5_4,4
101.78782,5_4,4
101.789317,5_4,4
101.789317,5_4,4
101.789317,5_4,4
101.789317,5_4,4
101.789317,5_4,4
101.789317,5_4,4
101.789317,5_4,4
101.789317,5_4,4
101.789317,5_4,4
101.789395,5_4,4
101.791025,5_4,4
101.791025,5_4,4
101.791025,5_4,4
101.791025,5_4,4
101.79108,5_4,4
102.140024,5_4,3
102.159419,6_4,3
102.164618,5_4,3
102.192253,5_4,3
102.218531,6_4,3
102.219679,5_4,3
102.220118,6_4,3
102.220118,6_4,3
102.220118,6_4,3
102.220118,6_4,3
102.220118,6_4,3
102.220906,6_4,3
102.220906,6_4,3
102.220906,6_4,3
102.220906,6_4,3
102.220906,6_4,3
102.220906,6_4,3
102.220906,6_4,3
102.22125,5_4,3
102.221537,6_4,3
102.221537,6_4,3
102.226266,5_4,3
102.23659,6_4,3
102.241697,5_4,3
102.242873,6_4,3
102.311391,6_4,3
102.311391,6_4,3
102.311391,6_4,3
102.315506,5_4,3
102.364413,6_4,3
102.417276,6_4,3
102.417276,6_4,3
102.417276,6_4,3
102.422745,5_4,3
102.448797,6_4,3
103.064927,5_4,3
103.113697,6_4,3
103.119708,5_4,3
103.162074,6_4,3
103.162302,5_4,3
103.239013,5_4,4
103.248734,6_4,3
103.248734,6_4,3
103.248734,6_4,3
103.249224,5_4,3
103.2494,5_4,3
103.249498,5_4,3
103.269179,6_4,3
103.287295,5_4,3
103.287432,5_4,3
103.287499,5_4,3
103.306633,6_4,3
103.306743,5_4,4
103.309045,5_4,4
103.310989,5_4,4
103.311253,5_4,4
103.311486,5_4,4
103.313531,5_4,3
103.313745,5_4,4
103.317032,5_4,3
103.317676,5_4,4
103.319418,5_4,4
103.319418,6_4,3
103.32414,6_4,4
103.32414,6_4,4
103.32414,6_4,4
103.324193,5_4,4
103.328689,6_4,4
103.328689,6_4,4
103.328735,5_4,4
103.331614,5_4,4
103.331614,6_4,4
103.331614,6_4,4
103.331614,6_4,4
103.331614,6_4,4
103.331614,6_4,4
103.331678,5_4,4
103.332116,5_4,4
103.335424,5_4,4
103.335424,5_4,4
103.335424,5_4,4
103.335424,6_4,4
103.335424,6_4,3
103.335424,5_4,4
103.335424,5_4,4
103.335424,5_4,4
103.335513,5_4,4
103.335578,5_4,4
103.336897,5_4,4
103.338624,6_4,4
103.338624,6_4,4
103.338624,6_4,4
103.338624,6_4,4
103.338624,6_4,4
103.338685,5_4,4
103.340478,5_4,3
103.345295,6_4,4
103.345295,6_4,4
103.345295,6_4,4
103.345295,6_4,4
103.345295,6_4,4
103.345295,6_4,4
103.345295,6_4,4
103.345295,6_4,4
103.345353,5_4,4
103.348871,6_4,4
103.348871,6_4,4
103.348871,6_4,4
103.354825,6_4,4
103.354825,6_4,4
103.354825,6_4,4
103.354825,6_4,4
103.354931,5_4,4
103.355755,6_4,4
103.355755,6_4,4
103.355755,6_4,4
103.355806,5_4,4
103.357323,6_4,4
103.357323,6_4,3
103.357323,6_4,3
103.357323,6_4,4
103.357323,6_4,4
103.357386,5_4,4
103.35751,5_4,4
103.360766,6_4,4
103.360766,6_4,4
103.360766,6_4,4
103.360766,6_4,4
103.360828,5_4,4
103.362019,5_4,3
103.362396,6_4,4
103.362396,6_4,4
103.362396,6_4,4
103.362396,6_4,4
103.362453,5_4,4
103.363251,6_4,4
103.363251,6_4,4
103.36329,5_4,4
103.365418,6_4,4
103.365418,6_4,4
103.365418,6_4,4
103.365418,6_4,4
103.365483,5_4,4
103.366303,6_4,4
103.375406,5_4,4
103.381964,6_4,3
103.381964,6_4,3
103.387738,5_4,3
103.408265,5_4,4
103.408268,6_4,3
103.414411,5_4,4
104.012294,4_3,4
104.046817,4_3,4
104.087618,4_3,4
104.451293,5_4,4
104.47144,2_4,4
105.26256,5_4,3
105.280852,6_4,3
105.286399,5_4,3
105.305192,5_4,3
105.305355,5_4,3
105.305436,5_4,3
105.305507,5_4,3
105.305578,5_4,3
105.305647,5_4,3
105.305716,5_4,3
105.305784,5_4,3
105.30585,5_4,3
105.305918,5_4,3
105.305985,5_4,3
105.30606,5_4,3
105.332069,6_4,3
105.332069,6_4,3
105.332069,6_4,3
105.337965,5_4,3
105.367566,6_4,3
105.367566,6_4,3
105.372554,5_4,3
105.392967,6_4,3
105.40802,6_4,3
105.40802,6_4,3
105.40802,6_4,3
105.40802,6_4,3
105.413505,5_4,3
105.434594,6_4,3
105.447555,5_4,3
105.448097,5_4,3
105.44868,5_4,3
105.449099,5_4,3
105.449966,5_4,3
105.450465,5_4,3
105.451129,5_4,3
105.451649,5_4,3
105.451975,5_4,3
105.452541,5_4,3
105.452943,5_4,3
105.453343,5_4,3
105.453649,5_4,3
105.45423,5_4,3
105.454566,5_4,3
105.455002,5_4,3
105.455329,5_4,3
105.455883,5_4,3
105.45631,5_4,3
105.456717,5_4,3
105.457111,5_4,3
105.457397,5_4,3
105.464119,6_4,3
105.468133,6_4,3
105.468133,6_4,3
105.468133,6_4,3
105.468133,6_4,3
105.468133,6_4,3
105.468133,6_4,3
105.468447,5_4,3
105.470297,6_4,3
105.470297,6_4,3
105.470297,6_4,3
105.470297,6_4,3
105.470297,6_4,3
105.470297,6_4,3
105.470658,5_4,3
105.471536,6_4,3
105.471536,6_4,3
105.471536,6_4,3
105.471536,6_4,3
105.471536,6_4,3
105.471536,6_4,3
105.475758,6_4,3
105.475758,6_4,3
105.475758,6_4,3
105.475758,6_4,3
105.475849,5_4,3
105.47993,5_4,3
105.48211,6_4,3
105.48211,6_4,3
105.48211,6_4,3
105.48211,6_4,3
105.48211,6_4,3
105.48211,6_4,3
105.484462,6_4,3
105.484462,6_4,3
105.484462,6_4,3
105.486111,5_4,3
105.488873,6_4,3
105.488873,6_4,3
105.488873,6_4,3
105.488873,6_4,3
105.488873,6_4,3
105.488873,6_4,3
105.492988,6_4,3
105.492988,6_4,3
105.492988,6_4,3
105.493328,5_4,3
105.497332,5_4,3
105.498894,6_4,3
105.498894,6_4,3
105.498894,6_4,3
105.498894,6_4,3
105.498894,6_4,3
105.50354,5_4,3
105.506069,6_4,3
105.506069,6_4,3
105.506069,6_4,3
105.511042,5_4,3
105.514075,6_4,3
105.514075,6_4,3
105.514075,6_4,3
105.514075,6_4,3
105.514075,6_4,3
105.514075,6_4,3
105.514075,6_4,3
105.514075,6_4,3
105.514075,6_4,3
105.514075,6_4,3
105.51459,5_4,3
105.515395,6_4,3
105.515395,6_4,3
105.515395,6_4,3
105.515395,6_4,3
105.515395,6_4,3
105.515395,6_4,3
105.515395,6_4,3
105.520718,5_4,3
105.52151,6_4,3
105.52151,6_4,3
105.52151,6_4,3
105.524074,6_4,3
105.524074,6_4,3
105.524074,6_4,3
105.524074,6_4,3
105.524074,6_4,3
105.524074,6_4,3
105.524074,6_4,3
105.524074,6_4,3
105.524074,6_4,3
105.524446,6_4,3
105.524446,6_4,3
105.524446,6_4,3
105.524446,6_4,3
105.524508,5_4,3
105.524904,6_4,3
105.524904,6_4,3
105.529375,5_4,3
105.532146,6_4,3
105.532146,6_4,3
105.532146,6_4,3
105.532146,6_4,3
105.536993,6_4,3
105.536993,6_4,3
105.536993,6_4,3
105.536993,6_4,3
105.536993,6_4,3
105.537316,5_4,3
105.540648,6_4,3
105.540648,6_4,3
105.540648,6_4,3
105.541395,5_4,3
105.544801,6_4,3
105.544801,6_4,3
105.544801,6_4,3
105.544801,6_4,3
105.544801,6_4,3
105.544801,6_4,3
105.549216,5_4,3
105.549481,6_4,3
105.549481,6_4,3
105.549481,6_4,3
105.553049,6_4,3
105.553049,6_4,3
105.553049,6_4,3
105.553049,6_4,3
105.553049,6_4,3
105.553357,6_4,3
105.553357,6_4,3
105.553357,6_4,3
105.553754,5_4,3
105.557649,6_4,3
105.557649,6_4,3
105.557649,6_4,3
105.557923,5_4,3
105.562217,5_4,3
105.562401,6_4,3
105.562401,6_4,3
105.562401,6_4,3
105.562401,6_4,3
105.562401,6_4,3
105.56633,6_4,3
105.56633,6_4,3
105.56633,6_4,3
105.56633,6_4,3
105.566701,5_4,3
105.571163,5_4,3
105.573867,5_4,3
105.584915,6_4,3
105.59338,6_4,3
105.597641,5_4,3
105.674675,5_4,4
105.68732,6_4,3
105.68732,6_4,3
105.68732,6_4,3
105.68732,6_4,3
105.694263,5_4,3
105.694689,5_4,3
105.694931,5_4,3
105.695257,5_4,3
105.695523,5_4,3
105.695721,5_4,3
105.695913,5_4,3
105.696099,5_4,3
105.69628,5_4,3
105.70336,5_4,3
105.709971,5_4,4
105.714436,6_4,3
105.717449,6_4,3
105.717449,6_4,3
105.717449,6_4,3
105.717449,6_4,3
105.717449,6_4,3
105.717449,6_4,3
105.717449,6_4,3
105.717449,6_4,3
105.722043,6_4,3
105.722043,6_4,3
105.722043,6_4,3
105.722043,6_4,3
105.722043,6_4,3
105.722378,5_4,3
105.726528,6_4,3
105.726528,6_4,3
105.726528,6_4,3
105.726528,6_4,3
105.726918,5_4,3
105.730685,6_4,3
105.730685,6_4,3
105.730685,6_4,3
105.730685,6_4,3
105.731042,5_4,3
105.735476,5_4,3
105.735684,5_4,4
105.735684,6_4,3
105.735684,6_4,3
105.735684,6_4,3
105.735684,6_4,3
105.740228,6_4,3
105.740228,6_4,3
105.740228,6_4,3
105.740228,6_4,3
105.740319,5_4,3
105.744836,6_4,3
105.744836,6_4,3
105.744836,6_4,3
105.744836,6_4,3
105.745256,5_4,3
105.748923,6_4,3
105.748923,6_4,3
105.748923,6_4,3
105.748923,6_4,3
105.749372,5_4,3
105.753482,6_4,3
105.753482,6_4,3
105.753482,6_4,3
105.753482,6_4,3
105.753775,6_4,3
105.75403,5_4,3
105.758661,6_4,3
105.758937,5_4,3
105.77052,6_4,3
105.774406,6_4,3
105.784326,6_4,3
105.844662,6_4,3
105.844662,6_4,3
105.844662,6_4,3
105.844662,6_4,3
105.84662,5_4,3
105.847495,5_4,3
105.865925,6_4,3
105.870419,6_4,3
105.874663,5_4,3
105.943062,6_4,3
105.943062,6_4,3
105.943062,6_4,3
105.948064,5_4,3
105.967716,6_4,3
105.983611,5_4,4
105.989872,5_4,3
105.99063,5_4,4
106.010877,6_4,3
106.016595,5_4,3
106.017499,5_4,4
106.047104,6_3,4
106.047104,6_3,4
106.047166,4_4,4
106.07799,5_4,4
106.107742,5_4,4
106.126195,6_4,3
106.126195,6_4,3
106.126195,6_4,3
106.130327,5_4,3
106.147947,6_4,3
106.152981,6_4,3
106.152981,6_4,3
106.152981,6_4,3
106.152981,6_4,3
106.153192,5_4,3
106.157335,5_4,3
106.177934,5_4,4
106.177934,5_4,4
106.177934,5_4,4
106.177973,5_4,4
106.18207,6_4,3
106.448304,5_4,4
106.467829,2_4,4
106.822206,5_4,3
106.839894,6_4,3
106.844897,5_4,3
106.872507,5_4,4
106.922047,6_4,3
106.922047,6_4,3
106.922047,6_4,3
106.922047,6_4,3
106.926402,5_4,3
106.926829,5_4,3
106.927051,5_4,3
106.943819,5_4,4
106.945878,6_4,3
106.947559,6_4,3
106.947559,6_4,3
106.952491,6_4,3
106.952491,6_4,3
106.952491,6_4,3
106.952491,6_4,3
106.952546,5_4,3
106.956684,6_4,3
106.956684,6_4,3
106.956684,6_4,3
106.956684,6_4,3
106.956684,6_4,3
106.956988,5_4,3
106.962079,5_4,3
106.967623,5_4,4
106.967623,5_4,4
106.967623,5_4,4
106.967693,5_4,4
106.977529,6_4,3
107.270728,5_4,3
107.320295,5_4,3
107.323656,6_4,3
107.328052,5_4,3
107.339111,6_4,3
107.356784,5_4,3
107.356933,5_4,3
107.376623,6_4,3
107.380964,5_4,3
107.381162,6_4,3
107.394168,5_4,4
107.420655,6_4,3
107.420655,6_4,3
107.421787,6_4,3
107.421787,6_4,3
107.421787,6_4,3
107.42506,5_4,3
107.427461,5_4,3
107.448728,6_4,3
107.448728,6_4,3
107.452273,6_4,3
107.452273,6_4,3
107.452273,6_4,3
107.452273,6_4,3
107.452273,6_4,3
107.453064,5_4,3
107.474533,5_4,4
107.476508,6_4,3
107.490725,5_4,4
107.490725,5_4,4
107.490725,5_4,4
107.490786,5_4,4
107.498404,5_4,3
107.518403,6_4,3
107.523044,5_4,3
107.589588,5_4,3
107.603049,6_4,3
107.603049,6_4,3
107.603049,6_4,3
107.607988,5_4,3
107.614871,6_4,3
107.662559,5_4,4
107.665238,5_4,3
107.684407,6_4,3
107.688983,5_4,3
107.716807,5_4,3
107.723287,5_4,4
107.733043,6_4,3
107.737762,5_4,3
107.741126,5_4,4
107.787011,5_4,4
107.821205,5_4,3
107.83756,6_4,3
107.842492,5_4,3
107.882442,5_4,4
107.92511,6_4,3
107.92511,6_4,3
107.92511,6_4,3
107.929539,5_4,3
107.954145,6_4,3
107.958882,5_4,4
107.980251,5_4,4
107.980251,5_4,4
107.980251,5_4,4
107.9803,5_4,4
108.035949,4_3,4
108.036297,4_3,4
108.037577,4_3,4
108.037577,4_3,4
108.037682,4_3,4
108.037743,4_3,4
108.037798,4_3,4
108.037856,4_3,1
108.039112,4_3,4
108.039186,4_3,1
108.03947,4_3,4
108.03947,4_3,4
108.03947,4_3,4
108.040504,4_3,4
108.041025,4_3,4
108.060829,5_4,3
108.061888,5_4,3
108.084387,6_4,3
108.084387,6_4,3
108.085102,4_3,1
108.085369,4_3,4
108.088696,4_3,4
108.088801,4_3,4
108.089589,5_4,3
108.092248,4_3,1
108.092587,4_3,4
108.098758,4_3,4
108.098816,4_3,4
108.140702,6_4,3
108.140702,6_4,3
108.145339,5_4,3
108.163183,6_4,3
108.163183,6_4,3
108.163183,6_4,3
108.163183,6_4,3
108.163183,6_4,3
108.167996,5_4,3
108.168479,6_4,3
108.190916,6_4,3
108.196301,5_4,3
108.196478,5_4,3
108.207911,5_4,3
108.210377,4_4,4
108.210468,4_4,4
108.212795,6_4,3
108.217971,6_4,3
108.218279,5_4,3
108.224383,6_4,3
108.228896,5_4,3
108.258748,6_4,3
108.258748,6_4,3
108.263216,5_4,3
108.271,6_4,3
108.271,6_4,3
108.271,6_3,4
108.271603,5_4,3
108.271756,5_4,3
108.27649,5_4,3
108.284671,6_4,3
108.285161,5_4,3
108.285335,5_4,3
108.306737,6_4,3
108.306737,6_4,3
108.306737,6_4,3
108.306737,6_4,3
108.309748,5_4,3
108.309938,6_4,3
108.310556,6_4,3
108.310556,6_4,3
108.311536,6_4,3
108.311536,6_4,3
108.311805,5_4,3
108.312812,5_4,3
108.326398,6_4,3
108.326398,6_4,3
108.326398,6_4,3
108.326398,6_4,3
108.326836,5_4,3
108.327034,5_4,3
108.331895,6_4,3
108.331895,6_4,3
108.331895,6_4,3
108.331895,6_4,3
108.331895,6_4,3
108.332332,5_4,3
108.332599,5_4,3
108.353934,6_4,3
108.356194,6_4,3
108.358822,5_4,3
108.511283,5_4,3
108.51843,6_4,3
108.51843,6_4,3
108.51843,6_4,3
108.51843,6_4,3
108.51843,6_4,3
108.51843,6_4,3
108.51843,6_4,3
108.51843,6_4,3
108.51843,6_4,3
108.51843,6_4,3
108.51843,6_4,3
108.518951,5_4,3
108.518969,6_4,3
108.518969,6_4,3
108.518969,6_4,3
108.518969,6_4,3
108.523178,5_4,3
108.528084,5_4,3
108.531878,5_4,3
108.532115,6_4,3
108.547353,6_4,3
108.552304,5_4,3
108.558242,6_4,3
108.562789,5_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579212,6_4,3
108.579786,5_4,3
108.58014,5_4,3
108.587517,6_4,3
108.587517,6_4,3
108.592431,6_4,3
108.592431,6_4,3
108.59254,5_4,3
108.59664,5_4,3
108.604247,6_4,3
108.604247,6_4,3
108.608827,5_4,3
108.609204,6_4,3
108.609204,6_4,3
108.609204,6_4,3
108.609204,6_4,3
108.609204,6_4,3
108.609204,6_4,3
108.609204,6_4,3
108.609204,6_4,3
108.609204,6_4,3
108.609204,6_4,3
108.609204,6_4,3
108.609204,6_4,3
108.609204,6_4,3
108.609204,6_4,3
108.609204,6_4,3
108.609204,6_4,3
108.609204,6_4,3
108.609204,6_4,3
108.609204,6_4,3
108.60975,5_4,3
108.612658,6_4,3
108.612658,6_4,3
108.612658,6_4,3
108.612658,6_4,3
108.612658,6_4,3
108.612658,6_4,3
108.612658,6_4,3
108.612658,6_4,3
108.612658,6_4,3
108.612658,6_4,3
108.613001,5_4,3
108.615538,6_4,3
108.615538,6_4,3
108.615538,6_4,3
108.615538,6_4,3
108.615538,6_4,3
108.615538,6_4,3
108.615538,6_4,3
108.615538,6_4,3
108.615538,6_4,3
108.615538,6_4,3
108.615909,5_4,3
108.618004,6_4,3
108.618265,5_4,3
108.619552,6_4,3
108.619552,6_4,3
108.619552,6_4,3
108.62368,5_4,3
108.625987,6_4,3
108.627406,6_4,3
108.630623,5_4,3
108.752253,5_4,3
108.766257,5_4,3
108.775666,6_4,3
108.780946,5_4,3
108.782126,6_4,3
108.786799,5_4,3
108.814833,6_4,3
108.814833,6_4,3
108.814833,6_4,3
108.820286,5_4,3
108.825332,6_4,3
108.825332,6_4,3
108.830289,5_4,3
108.842703,6_4,3
108.850446,6_4,3
108.856618,5_4,3
108.872869,6_4,3
108.877604,5_4,3
108.976193,6_4,3
108.976193,6_4,3
108.976193,6_4,3
108.994659,5_4,3
109.004872,5_4,4
109.005196,5_4,4
109.00546,5_4,4
109.005696,5_4,4
109.005931,5_4,4
109.006171,5_4,4
109.006387,5_4,4
109.006605,5_4,4
109.006826,5_4,4
109.007048,5_4,4
109.007275,5_4,4
109.007506,5_4,4
109.007739,5_4,4
109.016123,6_4,3
109.017682,5_4,4
109.025259,5_4,4
109.025259,5_4,4
109.025259,5_4,4
109.025259,5_4,4
109.025259,5_4,4
109.025259,5_4,4
109.025259,5_4,4
109.025259,5_4,4
109.025259,5_4,4
109.028586,5_4,4
109.028586,5_4,4
109.028586,5_4,4
109.028586,5_4,4
109.028662,5_4,4
109.029823,5_4,4
109.029823,5_4,4
109.029867,5_4,4
109.030765,5_4,4
109.030765,5_4,4
109.030803,5_4,4
109.031231,5_4,4
109.031231,5_4,4
109.031266,5_4,4
109.031715,5_4,4
109.031715,5_4,4
109.031715,5_4,4
109.031715,5_4,4
109.031715,5_4,4
109.031715,5_4,4
109.031715,5_4,4
109.031715,5_4,4
109.031765,5_4,4
109.050136,4_3,4
109.054274,4_3,4
109.067414,5_4,4
109.067414,5_4,4
109.067414,5_4,4
109.067414,5_4,4
109.067468,5_4,4
109.076261,5_4,4
109.076261,5_4,4
109.076261,5_4,4
109.076261,5_4,4
109.076261,5_4,4
109.076261,5_4,4
109.076261,5_4,4
109.076261,5_4,4
109.076261,5_4,4
109.076261,5_4,4
109.076261,5_4,4
109.076261,5_4,4
109.076261,5_4,4
109.076261,5_4,4
109.076261,5_4,4
109.076261,5_4,4
109.076261,5_4,4
109.076345,5_4,4
109.080916,5_4,4
109.082151,5_4,4
109.082151,5_4,4
109.082151,5_4,4
109.082151,5_4,4
109.082151,5_4,4
109.082151,5_4,4
109.082151,5_4,4
109.082151,5_4,4
109.082214,5_4,4
109.094103,4_3,4
109.095893,5_4,4
109.396185,5_4,3
109.422486,6_4,3
109.426716,5_4,3
109.469288,5_4,3
109.475361,6_4,3
109.475361,6_4,3
109.475361,6_4,3
109.475361,6_4,3
109.475361,6_4,3
109.475361,6_4,3
109.475361,6_4,3
109.475361,6_4,3
109.475361,6_4,3
109.475361,6_4,3
109.476053,5_4,3
109.476705,6_4,3
109.476705,6_4,3
109.476705,6_4,3
109.476705,6_4,3
109.481547,5_4,3
109.487329,6_4,3
109.49151,5_4,3
109.496297,6_4,3
109.527123,5_4,3
109.548598,6_4,3
109.552648,5_4,3
109.601024,6_4,3
109.601024,6_4,3
109.601024,6_4,3
109.605531,5_4,3
109.654594,5_4,3
109.675696,6_4,3
109.677169,6_4,3
109.708151,6_4,3
109.708151,6_4,3
109.708151,6_4,3
109.712842,5_4,3
109.732024,6_4,3
109.957027,5_4,3
109.974853,6_4,3
109.978903,5_4,3
110.018471,6_4,3
110.018471,6_4,3
110.023226,5_4,3
110.032715,5_4,3
110.043879,6_4,3
110.052376,6_4,3
110.056704,5_4,3
110.098486,6_4,3
110.098486,6_4,3
110.102668,5_4,3
110.123322,6_4,3
110.129366,5_4,3
110.131206,5_4,3
110.144914,6_4,3
110.149563,5_4,3
110.151419,6_4,3
110.155745,5_4,3
110.186707,6_4,3
110.186707,6_4,3
110.1908,5_4,3
110.208586,6_4,3
110.208586,6_4,3
110.211711,6_4,3
110.213054,5_4,3
110.233131,6_4,3
110.434667,5_4,3
110.434811,5_4,3
110.434879,5_4,3
110.454558,6_4,3
110.459964,5_4,3
110.46373,6_4,3
110.474073,5_4,3
110.47422,5_4,3
110.474295,5_4,3
110.474395,5_4,3
110.47495,5_4,3
110.475883,5_4,3
110.476514,5_4,3
110.477052,5_4,3
110.477405,5_4,3
110.477962,5_4,3
110.47835,5_4,3
110.478728,5_4,3
110.479585,5_4,3
110.480317,5_4,3
110.480888,5_4,3
110.481278,5_4,4
110.498765,6_4,3
110.498765,6_4,3
110.498765,6_4,3
110.498765,6_4,3
110.498765,6_4,3
110.498765,6_4,3
110.498765,6_4,3
110.498765,6_4,3
110.498765,6_4,3
110.498765,6_4,3
110.498765,6_4,3
110.499196,5_4,3
110.49941,5_4,4
110.499416,5_4,3
110.49957,5_4,3
110.49971,5_4,3
